Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
MNRO,Monro Muffler Brake,Consumer Cyclical,Auto Parts,2353.8122,2668.3522,34.0267,15.7984,2.4284,4.6256,28.7974,13.5355,1.9177,3.8100,0.142461,0.077094
MNTA,Momenta Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,1232.2918,857.4228,None,21.4785,11.6968,3.1335,None,None,11.3073,2.6727,-0.226097,-0.197738
MOBL,MobileIron,Technology,Software - Application,324.4383,226.3583,None,-3.9710,2.2151,4.3713,None,None,None,None,None,None
MOD,Modine Manufacturing,Consumer Cyclical,Auto Parts,420.9210,510.5210,11.8912,4.4186,0.2971,1.1634,None,7.4958,0.3802,1.4822,0.035757,0.013949
MODN,Model N,Technology,Software - Application,291.6696,203.1158,None,-15.5525,2.7626,3.5411,None,None,None,None,None,None
MOFG,MidWestOne Financial Gr,Financial Services,Banks - Regional - US,356.4500,398.7650,13.2415,None,3.2303,1.2263,11.9994,None,2.7800,1.1133,0.096484,0.009383
MOG.A,Moog,Industrials,Aerospace & Defense,2427.8801,3193.2111,16.4442,9.3365,0.9497,2.4412,16.6173,8.8645,0.9258,1.7132,0.111779,0.048114
MOH,Molina Healthcare,Healthcare,Healthcare Plans,3383.4271,483.5801,22.3718,0.9495,0.2369,2.2289,34.4089,3.4362,0.2639,1.9293,0.064662,0.018742
MORE,Monogram Residential,Real Estate,REIT - Residential,1659.4097,3541.0957,25.5385,None,7.0296,1.4015,None,None,None,None,None,None
MOV,Movado Group,Consumer Cyclical,Luxury Goods,557.6919,411.7689,11.7843,4.9851,0.9382,1.2589,None,10.7753,1.3331,1.5987,0.105568,0.083782
MPAA,Motorcar Parts of America,Consumer Cyclical,Auto Parts,708.4590,715.0090,18.0748,8.5570,1.8283,3.6342,None,None,1.0260,1.5659,0.06353,0.027724
MPG,Metaldyne Performance Gr,Consumer Cyclical,Auto Parts,1456.8016,3211.1656,11.1890,5.9285,0.4785,2.3731,None,None,None,None,None,None
MPW,Medical Properties Trust,Real Estate,REIT - Healthcare Facilities,2785.0736,5821.9576,9.4818,14.7153,6.3945,1.3214,32.5134,19.0645,8.0651,1.5269,0.050027,0.023654
MPWR,Monolithic Power Systems,Technology,Semiconductors,2616.1710,2386.5080,65.7594,24.7051,7.8802,7.3880,52.9347,27.4083,4.1862,3.3099,0.084378,0.074379
MPX,Marine Products,Consumer Cyclical,Recreational Vehicles,256.2786,238.1606,18.9296,12.4665,1.2642,2.8795,35.7662,26.2841,1.7574,3.0692,0.089166,0.071749
MRC,MRC Global,Energy,Oil & Gas Equipment & Services,1425.7263,2056.5753,21.9236,8.0292,0.3147,1.0378,None,None,None,None,0.099326,0.035905
MRCY,Mercury Systems,Technology,Computer Systems,672.7832,593.7102,40.0000,11.6946,2.6951,1.9079,None,14.5769,1.7083,1.2482,0.013777,0.012144
MRIN,Marin Software,Technology,Software - Application,148.3300,118.1700,None,-11.1586,1.3863,1.6071,None,None,None,None,None,None
MRLN,Marlin Business Services,Financial Services,Specialty Finance,214.9822,102.3962,12.3429,None,2.8779,1.4208,21.6421,None,3.0502,1.3694,0.083408,0.023606
MRTN,Marten Transport,Industrials,Trucking,607.9219,634.0569,17.9900,4.7212,0.9030,1.4601,19.9850,5.0820,0.8824,1.5772,0.082722,0.055223
MRTX,Mirati Therapeutics,Healthcare,Biotechnology,746.3610,608.3480,None,-16.3666,135.7020,5.5758,None,None,None,None,None,-0.347228
MSA,MSA Safety,Industrials,Security & Protection Services,1703.2005,1915.0555,19.1037,10.9777,1.5234,3.2848,21.5453,12.1012,1.5023,3.3265,0.156613,0.067574
MSCC,Microsemi,Technology,Semiconductors,3483.5613,4213.5613,13.6128,11.4065,2.5962,2.8857,65.1122,16.0361,2.1984,2.1942,0.031944,0.01622
MSEX,Middlesex Water,Utilities,Utilities - Regulated Water,405.4446,562.1946,20.8417,11.9235,3.3166,2.0028,20.1266,11.5619,2.8764,1.7010,0.089851,0.030156
MSFG,MainSource Financial,Financial Services,Banks - Regional - US,507.5075,754.9135,14.0418,None,3.3257,1.3424,12.0521,None,2.0699,0.9254,0.088766,0.009435
MSO,Martha Stewart Living,Consumer Cyclical,Publishing,344.4052,302.5732,54.4545,21.3080,3.7640,5.5194,None,None,1.0272,1.9402,-0.086835,-0.057177
MSTR,MicroStrategy,Technology,Software - Application,1973.8385,1516.9615,21.8281,10.9134,3.7405,4.8318,48.7115,23.7842,2.5691,5.8522,0.149975,0.062625
MTDR,Matador Resources,Energy,Oil & Gas E&P,2152.6393,2530.5623,324.6452,11.2151,6.5412,3.0075,None,None,None,None,-0.001315,-0.00204
MTG,MGIC Investment,Financial Services,Insurance - Specialty,3247.1161,4159.0551,8.7973,None,3.1986,1.5113,None,None,1.1382,2.6620,-0.233536,-0.041595
MTGE,American Capital Mortgage,Real Estate,REIT - Diversified,744.6549,1114.8489,7.4573,None,5.4936,0.7457,None,None,None,None,None,None
MTH,Meritage Homes,Consumer Cyclical,Residential Construction,1435.5053,2346.0543,12.1525,10.8563,0.5548,1.1936,None,22.1209,0.8735,1.6326,0.120784,0.056666
MTN,Vail Resorts,Consumer Cyclical,Resorts & Casinos,4336.6433,5132.0323,32.7944,12.2941,2.7939,5.0044,74.5598,12.4798,2.0412,2.6928,0.039644,0.015505
MTOR,Meritor,Consumer Cyclical,Auto Parts,922.2458,1805.2458,5.9579,5.3612,0.2712,None,None,7.4366,0.2763,None,-0.04876,0.018778
MTRN,Materion,Basic Materials,Industrial Metals & Minerals,571.2600,592.7060,18.0759,7.2409,0.5457,1.2023,18.3384,7.7446,0.5323,1.4082,0.075473,0.043532
MTRX,Matrix Service,Energy,Oil & Gas Equipment & Services,590.2118,530.2868,13.3774,5.5357,0.4097,1.9509,20.8121,8.1781,0.4758,1.7749,0.10102,0.060733
MTSC,MTS Systems,Technology,Scientific & Technical Instruments,963.3258,946.2308,19.3664,None,1.6308,3.7934,19.1034,10.1327,1.7005,3.6982,0.208574,0.11508
MTSI,M/A-COM Technology,Technology,Semiconductors,1898.2216,2080.9146,25.7914,13.0301,3.8936,4.4713,None,None,None,None,None,None
MTSN,Mattson,Technology,Semiconductor Equipment & Materials,187.2861,150.5871,21.6522,12.5489,1.1321,2.1417,None,None,0.9085,2.2786,-0.267719,-0.135545
MTX,Minerals Technologies,Basic Materials,Chemicals,2080.0931,3213.0931,13.9404,8.7727,1.1519,2.3166,19.3082,6.8493,1.2577,1.8716,0.094948,0.059952
MTZ,MasTec,Industrials,Engineering & Construction,1507.4847,2681.7367,40.1489,8.7522,0.3621,1.4772,18.6427,7.9812,0.5809,1.9998,0.132874,0.048235
MW,Men's Wearhouse,Consumer Cyclical,Apparel Stores,974.3875,2557.4715,11.0915,6.9497,0.2748,0.9562,19.2305,7.3792,0.7530,1.8298,0.091484,0.065929
MWA,Mueller Water Products,Industrials,Diversified Industrials,1454.1010,1831.5010,18.4521,8.8303,1.1987,3.9697,None,12.9905,1.0136,3.8601,0.096679,0.023184
MWW,Monster Worldwide,Industrials,Staffing & Outsourcing Services,559.6065,716.6395,20.6606,6.3777,0.8199,1.2927,None,None,0.8154,0.8425,-0.027327,-0.01498
MXL,MaxLinear,Technology,Semiconductors,1022.2645,937.3185,20.0000,11.7121,3.4181,3.8645,None,None,2.4675,2.7712,-0.123888,-0.096085
MXPT,MaxPoint Interactive,Technology,Software - Application,39.6725,18.4335,None,None,None,0.7261,None,None,None,None,None,None
MYCC,ClubCorp Holdings,Consumer Cyclical,Leisure,1153.8022,2155.6652,153.6207,9.1514,1.0965,6.4062,None,None,None,None,None,None
MYE,Myers Industries,Consumer Cyclical,Rubber & Plastics,450.5960,660.0910,21.8248,8.5338,0.7457,4.3119,None,9.4526,0.7225,2.5637,0.075813,0.036164
MYGN,Myriad Genetics,Healthcare,Diagnostics & Research,3079.0560,2923.6560,26.9085,13.5301,4.0751,4.4812,18.0639,9.1133,4.1278,3.4107,0.191001,0.175057
MYRG,MYR Group,Industrials,Engineering & Construction,406.3552,375.9262,14.6434,4.5079,0.3827,1.1908,16.4103,5.8191,0.5717,1.7875,0.117677,0.067277
NADL,North Atlantic Drilling,Energy,Oil & Gas Drilling,149.4120,2590.7120,15.4900,3.7276,0.2071,0.3001,None,None,None,None,None,None
NANO,Nanometrics,Technology,Semiconductor Equipment & Materials,363.7905,279.1645,60.9647,17.2324,1.9627,1.9371,None,None,2.0349,1.8796,-0.004126,-0.003389
NAO,Nordic American Offshore,Industrials,Shipping & Ports,122.6830,157.2510,None,16.2114,3.2230,0.4218,None,None,None,None,None,None
NAT,Nordic American Tankers,Industrials,Shipping & Ports,1347.5400,1550.1650,10.6784,7.2058,4.5598,1.5238,None,None,None,None,None,None
NATL,National Interstate,Financial Services,Insurance - Property & Casualty,526.6043,456.9003,18.9000,None,0.8378,1.4344,18.4486,None,0.9759,1.4594,0.08216,0.017264
NATR,Natures Sunshine Products,Healthcare,Drug Manufacturers - Specialty & Generic,216.5525,175.1915,14.5625,None,None,1.6476,14.4239,6.4907,0.6694,2.1614,0.164189,0.093537
NAV,Navistar International,Industrials,Truck Manufacturing,1106.2563,5562.2563,7.5284,7.5774,0.1072,None,None,None,0.2261,None,0.070374,-0.042129
NAVB,Navidea Biopharmaceutical,Healthcare,Biotechnology,230.4356,280.8150,None,None,3.2919,None,None,None,None,None,0.616135,-1.426298
NAVG,Navigators Group,Financial Services,Insurance - Property & Casualty,1253.9124,1214.8314,15.7572,10.2569,1.1796,1.1644,12.3934,None,0.9469,0.9232,0.079037,0.017337
NBBC,NewBridge Bancorp,Financial Services,Banks - Regional - US,483.7720,933.1760,22.2382,None,4.4810,1.8507,None,None,1.5000,1.1509,0.044806,0.002919
NBHC,National Bank Holdings,Financial Services,Banks - Regional - US,691.1660,578.0100,119.9474,None,4.0278,1.1126,None,None,None,None,None,None
NBIX,Neurocrine Biosciences,Healthcare,Drug Manufacturers - Specialty & Generic,4727.0215,4350.1765,None,-58.0024,188.0429,10.5763,None,None,None,6.8642,-0.035328,-0.053577
NBTB,NBT Bancorp,Financial Services,Banks - Regional - US,1306.0653,1715.2283,17.5918,None,3.5300,1.4906,13.8849,None,2.7328,1.2678,0.093275,0.009602
NC,Nacco Industries,Consumer Cyclical,Home Furnishings & Fixtures,289.6509,451.8069,None,None,None,1.5678,None,None,0.4374,1.4643,0.200626,0.065437
NCI,Navigant Consulting,Industrials,Business Services,832.1829,974.9799,17.5479,8.4190,1.0052,1.4300,None,None,0.8091,1.2186,0.083637,0.048518
NCMI,National CineMedia,Consumer Cyclical,Marketing Services,919.9861,2014.8861,29.4025,9.0761,2.1109,None,34.7541,9.4509,1.9857,None,-0.058913,0.027492
NCOM,National Commerce,Financial Services,Banks - Regional - US,301.4523,138.0783,None,None,None,1.7741,None,None,None,None,None,None
NCS,NCI Building Systems,Basic Materials,Building Materials,872.6860,1273.7610,20.0784,8.6636,0.5086,3.4767,None,20.5151,0.2733,None,0.034524,-0.003773
NDLS,Noodles,Consumer Cyclical,Restaurants,289.8246,348.2126,76.0727,9.3439,0.6348,2.9726,None,None,None,None,None,None
NEFF,Neff,Industrials,Rental & Leasing Services,199.4951,874.3031,6.2222,4.5864,0.5229,None,None,None,None,None,None,None
NEO,NeoGenomics,Healthcare,Diagnostics & Research,477.9775,444.0115,None,44.8044,4.7930,7.7281,None,None,2.4684,9.1153,0.006848,0.00329
NEOG,Neogen,Healthcare,Diagnostics & Research,2142.1917,2031.1917,53.9736,27.6550,6.8271,5.8538,48.5674,25.0620,6.0126,5.0206,0.11181,0.097252
NEOS,Neos Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,261.6164,193.0744,None,None,None,3.0065,None,None,None,None,None,None
NEWM,New Media Investment,Consumer Cyclical,Publishing,803.8948,1145.8288,27.6615,8.5766,0.6757,1.3314,None,None,None,None,None,None
NEWP,Newport,Technology,Scientific & Technical Instruments,637.6729,695.0659,15.8182,6.6494,1.0526,1.7931,None,None,1.1785,1.9810,0.10173,0.061321
NEWR,New Relic,Technology,Software - Infrastructure,1818.5379,1629.5169,None,-51.6201,10.3987,8.9577,None,None,None,None,None,None
NEWS,NewStar Financial,Financial Services,Credit Services,440.9327,3389.6727,21.8409,None,3.6261,0.6678,32.2681,None,6.2867,0.9639,0.034544,0.009927
NFBK,Northfield Bancorp,Financial Services,Banks - Regional - US,721.7591,1050.3941,35.2000,None,8.0824,1.2932,35.4777,None,8.1769,1.0590,0.033238,0.006914
NGHC,National General Holdings,Financial Services,Insurance - Property & Casualty,2263.6852,2606.0742,14.4579,None,1.1469,1.7390,None,None,None,None,None,None
NGS,Natural Gas Services,Energy,Oil & Gas Equipment & Services,281.9415,252.3805,23.2842,6.2316,3.1216,1.2831,21.5385,6.3756,2.9725,1.3226,0.068986,0.052474
NGVC,Natural Grocers,Consumer Defensive,Grocery Stores,468.9415,466.0265,24.5294,7.7899,0.6304,4.0605,None,None,None,None,None,None
NHC,National Healthcare,Healthcare,Long-Term Care Facilities,970.0825,949.7795,23.9265,None,None,1.6811,13.9568,4.8958,0.9677,1.4422,0.126971,0.066442
NHI,National Health Investors,Real Estate,REIT - Healthcare Facilities,2238.5699,3208.1309,12.8288,14.7983,9.9603,2.1631,17.9115,18.3596,14.2925,2.8390,0.178381,0.128437
NHTC,Natural Health Trends,Consumer Defensive,Household & Personal Products,531.9287,437.3637,None,None,None,10.9029,None,None,0.2163,None,1.164455,0.391339
NILE,Blue Nile,Consumer Cyclical,Luxury Goods,421.4231,387.8141,40.3000,15.6377,0.8537,36.3703,46.0307,21.3217,1.1536,22.0700,0.433948,0.090693
NJR,New Jersey Resources,Utilities,Utilities - Regulated Gas,2659.2210,3472.5940,18.2941,13.5648,0.8432,2.3673,17.1245,12.9823,0.6677,2.2407,0.140086,0.043566
NK,NantKwest,Healthcare,Biotechnology,1252.4186,893.8026,None,None,None,3.4508,None,None,None,None,None,None
NKSH,National Bankshares,Financial Services,Banks - Regional - US,248.3988,145.6578,None,None,None,1.4244,12.3889,None,4.4255,1.4155,0.120374,0.016102
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,1991.0949,1848.2759,None,-42.9832,9.0013,50.9844,None,None,9.3013,None,-0.618139,-0.208651
NL,NL Industries,Industrials,Industrial Distribution,159.2225,85.9975,7.2667,6.1427,1.4090,0.9738,None,None,6.4018,1.5728,0.135362,0.069635
NLNK,NewLink Genetics,Healthcare,Biotechnology,1082.6189,886.4449,None,None,17.1610,5.2197,None,None,None,None,-0.547405,-0.559436
NLS,Nautilus,Consumer Cyclical,Leisure,583.0906,508.4226,21.8001,10.3686,1.7377,4.9876,None,11.1867,1.0918,2.9016,0.192056,0.125263
NM,Navios Maritime Holdings,Industrials,Shipping & Ports,147.7346,1668.6426,None,16.1299,0.3266,0.1366,None,8.4464,0.7522,0.3946,0.05787,0.018845
NMBL,Nimble Storage,Technology,Data Storage,814.8750,605.1630,None,-119.9927,2.4080,4.9813,None,None,None,None,None,None
NMIH,NMI Holdings,Financial Services,Insurance - Property & Casualty,421.1938,288.4028,None,None,7.6652,1.0318,None,None,None,None,None,None
NNA,Navios Maritime,Industrials,Shipping & Ports,494.4046,1518.3336,5.7686,7.5191,1.5693,0.9377,None,12.6231,1.5755,0.8592,-0.015696,-0.003112
NNBR,NN,Industrials,Tools & Accessories,437.4643,603.4273,12.7843,6.1158,0.6531,1.2729,17.0710,7.8593,0.6141,2.0437,0.149966,0.070342
NNI,Nelnet,Financial Services,Credit Services,1397.9248,30111.2758,None,None,None,0.7617,6.3442,None,1.9754,1.1786,0.194616,0.008535
NOG,Northern Oil & Gas,Energy,Oil & Gas E&P,311.0254,1171.6599,7.1182,4.2327,0.9895,None,None,7.1978,3.0388,1.6355,0.089747,0.043949
NP,Neenah Paper,Basic Materials,Paper & Paper Products,1086.0807,1326.7807,17.7213,9.7773,1.1845,3.5331,13.2622,7.1484,0.6399,2.5377,0.214413,0.079538
NPBC,National Penn Bancshares,Financial Services,Banks - Regional - US,1752.3757,2316.4557,15.9719,None,4.6431,1.5127,16.1540,None,4.1714,1.2509,0.079322,0.010964
NPK,National Presto Indus,Industrials,Aerospace & Defense,646.5902,581.9532,13.6545,None,1.3293,1.9967,13.2708,6.2578,1.1832,1.6898,0.123768,0.103056
NPO,Enpro Industries,Industrials,Diversified Industrials,1101.9449,1696.1449,23.9135,11.2253,0.8801,2.2782,27.0110,10.6369,0.9963,1.9205,0.064805,0.025411
NPTN,NeoPhotonics,Technology,Semiconductors,396.7231,341.9351,29.6667,7.7151,1.1850,1.8854,None,None,0.5964,0.8756,-0.118307,-0.064143
NR,Newpark Resources,Energy,Oil & Gas Equipment & Services,494.7996,559.3596,None,15.3468,0.7329,0.8197,13.6697,6.6958,0.9358,1.4878,0.130893,0.076316
NRCIA,National Research,Healthcare,Diagnostics & Research,374.7600,343.5080,23.0149,11.3369,3.6420,4.3280,None,None,None,None,0.227745,0.136081
NRZ,New Residential Inv,Real Estate,REIT - Residential,2691.7600,9588.6480,6.2527,None,6.9217,0.9591,None,None,None,None,None,None
NSA,National Storage,Real Estate,REIT - Industrial,356.5333,1124.4763,None,None,None,1.5168,None,None,None,None,None,None
NSIT,Insight Enterprises,Technology,Information Technology Services,975.5538,912.4198,12.2897,5.0011,0.1781,1.4576,10.6860,4.7516,0.1741,1.3293,0.118212,0.044855
NSM,Nationstar Mortgage Hldgs,Financial Services,Specialty Finance,1423.3476,9602.6546,10.6378,15.0418,0.6983,0.8438,None,None,None,None,None,None
NSP,Insperity,Industrials,Business Services,1083.4362,872.5972,22.9142,7.6166,0.4119,6.1580,26.3845,7.4501,0.3657,3.2184,0.134678,0.04537
NSR,NeuStar,Communication Services,Telecom Services,1320.6086,1739.4916,6.0217,3.6667,1.2645,1.9549,15.2240,6.6135,3.5063,3.3358,0.255313,0.106987
NSTG,NanoString Technologies,Healthcare,Biotechnology,284.2170,270.4410,None,-6.9729,4.6384,10.4545,None,None,None,None,None,None
NTCT,NetScout Systems,Technology,Software - Application,3240.6218,3171.9448,19.2861,11.4002,3.0957,1.2592,28.1065,11.9516,3.2910,3.0778,0.114134,0.073888
NTGR,Netgear,Technology,Communication Equipment,1332.2132,1068.3652,23.8870,7.6712,1.0364,2.0140,19.7725,7.5648,0.9754,1.6514,0.098741,0.070824
NTK,Nortek,Basic Materials,Building Materials,756.2853,2131.8853,None,7.6152,0.2982,111.2184,None,14.8119,0.4823,11.5506,-0.159899,-0.009767
NTLS,NTELOS Holdings,Communication Services,Telecom Services,202.9629,617.2449,62.8966,5.2128,0.4747,None,None,6.2097,0.7492,None,0.248582,0.020178
NTRA,Natera,Healthcare,Diagnostics & Research,444.4653,243.1603,None,None,None,2.1569,None,None,None,None,None,None
NTRI,NutriSystem,Consumer Cyclical,Personal Services,700.2768,653.0168,25.1968,12.2278,1.5183,10.0443,32.3706,15.0323,1.0280,6.3552,0.181044,0.090266
NUTR,Nutraceutical Intl Corp,Consumer Defensive,Packaged Foods,232.2922,259.1772,14.7126,6.2755,1.0278,1.4496,11.1278,5.8603,0.8814,1.3522,0.127334,0.089432
NUVA,NuVasive,Healthcare,Medical Devices,2534.8781,2577.7071,41.1394,12.4587,3.1265,3.7061,None,None,2.2061,2.4926,0.001634,0.000751
NVAX,Novavax,Healthcare,Biotechnology,2029.3352,1739.6872,None,-15.6729,47.5365,5.5293,None,None,32.4169,4.4427,-0.372986,-0.31208
NVEC,NVE,Technology,Semiconductors,275.8629,239.9709,21.2463,12.9434,9.1954,2.6478,22.4906,15.6626,9.5540,2.9825,0.133155,0.130526
NVEE,NV5 Holdings,Industrials,Engineering & Construction,173.2977,166.5797,18.7930,8.7896,1.1085,2.2325,None,None,None,None,None,None
NVIV,InVivo Therapeutics Hldg,Healthcare,Biotechnology,208.7385,186.5925,None,None,15.4621,12.2312,None,None,None,None,None,None
NVLS,Nivalis Therapeutics,Healthcare,Biotechnology,128.0954,35.4444,None,None,None,1.4332,None,None,None,None,None,None
NVRO,Nevro,Healthcare,Medical Devices,1522.0078,1319.1448,None,-22.7439,24.9784,6.2290,None,None,None,None,None,None
NVTA,Invitae,Healthcare,Diagnostics & Research,228.9094,86.4454,None,None,None,1.4209,None,None,None,None,None,None
NWBI,Northwest Bancshares,Financial Services,Savings & Cooperative Banks,1415.6054,2367.5444,19.4545,None,4.2028,1.2189,18.8587,None,3.7687,1.0596,0.054848,0.007887
NWBO,Northwest Biotherapeutics,Healthcare,Biotechnology,464.5612,481.9452,None,None,469.2538,None,None,None,None,None,2.531735,-15.84676
NWE,NorthWestern,Utilities,Utilities - Diversified,2604.4438,4594.3748,17.3301,10.9494,2.0350,1.7148,14.9746,9.1075,1.4074,1.5643,0.103077,0.029504
NWHM,The New Home,Consumer Cyclical,Residential Construction,239.8196,376.3936,11.7097,11.7623,0.6011,1.4987,None,None,None,None,None,None
NWLI,National Western Life Gr,Financial Services,Insurance - Life,950.7936,879.0836,9.9611,None,1.2942,0.5972,7.7131,None,0.9580,0.5087,0.066376,0.008993
NWN,Northwest Natural,Utilities,Utilities - Regulated Gas,1313.5631,2155.2361,21.5202,9.7876,1.7098,1.7302,19.9517,9.3255,1.5725,1.6432,0.080896,0.021458
NWPX,Northwest Pipe,Basic Materials,Steel,117.5514,123.4684,None,-7.2077,0.4739,0.5093,None,8.2583,0.5308,0.9270,0.008566,0.004699
NX,Quanex Building Products,Basic Materials,Building Materials,625.0848,690.1168,21.5556,8.0014,0.8030,1.6150,None,13.5302,0.9233,1.6087,0.023144,0.017302
NXRT,NexPoint Residential Trst,Real Estate,REIT - Diversified,277.8841,984.2754,None,None,None,1.2193,None,None,None,None,None,None
NXST,Nexstar Broadcasting,Consumer Cyclical,Broadcasting - TV,1818.2631,3285.5021,24.1137,11.3329,2.0240,32.3115,None,8.8117,1.8638,None,0.0074,0.01676
NXTM,NxStage Medical,Healthcare,Medical Instruments & Supplies,1258.6892,1210.2372,None,89.6472,3.7778,6.6598,None,None,3.3118,5.2080,-0.122325,-0.071562
NYLD,NRG Yield,Utilities,Utilities - Regulated Electric,2651.2960,7383.2960,None,None,None,1.4697,None,None,None,None,None,None
NYLD.A,NRG Yield,Utilities,Utilities - Regulated Electric,2548.9011,7280.9011,24.4561,10.2203,2.9812,1.4129,None,None,None,None,None,None
NYMT,New York Mortgage Trust,Real Estate,REIT - Residential,633.4358,7995.2808,7.0182,None,7.6456,0.8430,6.7620,None,4.2051,1.0870,0.162397,0.010171
